,shoe_title,shoe_link,original_price,reduced_price,discount
0,Air Jordan 1 Mid SE,https://www.nike.com/t/air-jordan-1-mid-se-mens-shoes-Zn07hL/FB9911-001,135.0,87.97,34.837037037037035
1,Air Jordan 1 Mid,https://www.nike.com/t/air-jordan-1-mid-mens-shoes-X5pM09/DQ8426-701,125.0,81.97,34.424
2,Nike Air VaporMax 2021 FK,https://www.nike.com/t/air-vapormax-2021-fk-mens-shoes-NpTfFz/DH4084-001,210.0,126.97,39.53809523809524
3,Air Jordan 1 Low,https://www.nike.com/t/air-jordan-1-low-mens-shoes-0LXhbn/553558-072,115.0,80.97,29.591304347826085
4,Air Jordan 1 Mid SE Craft,https://www.nike.com/t/air-jordan-1-mid-se-craft-mens-shoes-5VjD18/FD6817-003,135.0,87.97,34.837037037037035
5,Nike Free Run 2018,https://www.nike.com/t/free-run-2018-mens-road-running-shoes-4VTnGqeZ/942836-001,100.0,69.97,30.03
6,Nike Flex Experience Run 11,https://www.nike.com/t/flex-experience-run-11-mens-road-running-shoes-GQV9kN/DD9284-001,75.0,45.97,38.70666666666666
7,Jordan 6 Rings,https://www.nike.com/t/jordan-6-rings-mens-shoes-PFKJm7/FZ4178-010,170.0,119.97,29.429411764705883
8,Jordan True Flight,https://www.nike.com/t/jordan-true-flight-mens-shoes-ODLzlq/342964-042,150.0,112.97,24.686666666666667
9,Air Jordan 1 Zoom CMFT 2,https://www.nike.com/t/air-jordan-1-zoom-cmft-2-womens-shoes-DdXxlf/DV1305-001,150.0,105.97,29.35333333333333
10,Air Jordan 1 Element,https://www.nike.com/t/air-jordan-1-element-shoes-Kcsdzl/DB2889-003,200.0,120.97,39.515
11,Nike Renew Ride 3,https://www.nike.com/t/renew-ride-3-mens-road-running-shoes-7hTSLw/DC8185-001,80.0,63.97,20.037499999999998
12,Air Jordan 1 Zoom CMFT 2,https://www.nike.com/t/air-jordan-1-zoom-cmft-2-mens-shoes-Tw02qw/DV1307-104,150.0,105.97,29.35333333333333
13,Jordan True Flight,https://www.nike.com/t/jordan-true-flight-mens-shoes-9TwpBF/CU4933-001,150.0,105.97,29.35333333333333
14,Air Jordan 1 Low SE,https://www.nike.com/t/air-jordan-1-low-se-mens-shoes-r4hJb1/FJ3459-160,125.0,87.97,29.624000000000006
15,Nike Free Run 5.0,https://www.nike.com/t/free-run-5-mens-road-running-shoes-Xp40hf/CZ1884-004,100.0,79.97,20.030000000000005
16,Air Jordan 1 Hi FlyEase,https://www.nike.com/t/air-jordan-1-hi-flyease-mens-shoes-VjGcGX/CQ3835-106,150.0,90.97,39.35333333333333
17,Nike Revolution 6,https://www.nike.com/t/revolution-6-mens-road-running-shoes-B5GJnS/DC3728-003,70.0,48.97,30.042857142857148
18,"Giannis Immortality 3 ""5 The Hard Way""",https://www.nike.com/t/giannis-immortality-3-5-the-hard-way-basketball-shoes-H93p2P/DZ7533-300,85.0,59.97,29.447058823529414
19,"Air Jordan 2 Retro ""Python""",https://www.nike.com/t/air-jordan-2-retro-python-mens-shoes-1dBD2H/DR8884-102,175.0,140.97,19.44571428571429
20,Air Jordan 1 Elevate High,https://www.nike.com/t/air-jordan-1-elevate-high-womens-shoes-BCspwg/DN3253-121,145.0,116.97,19.331034482758625
21,Air Jordan 11 CMFT Low,https://www.nike.com/t/air-jordan-11-cmft-low-mens-shoes-Chz8HV/DN4180-060,130.0,97.97,24.63846153846154
22,LeBron NXXT Gen,https://www.nike.com/t/lebron-nxxt-gen-basketball-shoes-55g4w1/DR8784-301,170.0,89.97,47.076470588235296
23,Air Jordan 1 Mid SE,https://www.nike.com/t/air-jordan-1-mid-se-womens-shoes-wkMdft/FB9892-200,135.0,94.97,29.651851851851852
